time,quote,title,author
12:45,"Whilst we were speaking we were startled by a knock at the hall door, the double postman's knock of the telegraph boy. We all moved out to the hall with one impulse, and Van Helsing, holding up his hand to us to keep silence, stepped to the door and opened it. The boy handed in a dispatch. The Professor closed the door again, and after looking at the direction, opened it and read aloud. ""Look out for D. He has just now, 12:45, come from Carfax hurriedly and hastened towards the South. He seems to be going the round and may want to see you: Mina"" There was a pause, broken by Jonathan Harker's voice, ""Now,, God be thanked, we shall soon meet!"" Van Helsing turned to him quickly and said, ""God will act in His own way and time. Do not fear, and do not rejoice as yet. For what we wish for at the moment may be our own undoings.""",Dracula,Bram Stoker
12:45,"It is around quarter to one. No sunlight comes into the room now through the windows at right. Outside the day is fine but increasingly sultry, with a faint haziness in the air which softens the glare of the sun.",Long Day's Journey Into Night,Eugene O'Neil
12:59,And I had been looking at my watch since the train had started at 12.59 p.m.,The Curious Incident of the Dog in the Night-time,Mark Haddon
13:00,"""One o'clock pee em! Hello, Insert Name Here!"" Said by the Disorganizer",Jingo,Terry Pratchett
13:00,"I got to Schmidt's early, feeling horribly nervous. At one o'clock sharp: Toni. She was looking at the menu she knew well - Schmorbraten? Schnitzel? - when he loomed over her. I had seen him come in. She looked up, through him, at me. 'Traitor.' Jamie, hovering, looking very big, said her pet name, a German diminutive chosen by her. Toni addressed the air. 'If he does not leave at once I shall tell the waiter that I am not sharing my table with this gentleman.' Jamie heard, said her name again, turned to go, I rose to go with him. Toni - with that concentration of will - said, 'YOU are lunching with me.'",Jigsaw,Sybille Bedford
13:00,It was one o'clock. I bought some apples and a small pork pie and drove across the bridge to the other side of the riverbank in the direction of Orford Ness.,The Swimmer,Roma Tearne
13:00,"""It was a bright, cold day in April, and the clocks were striking 13.""",1984,George Orwell
13:00,"It was a bright cold day in April, and the clocks were striking thirteen.",1984,George Orwell
13:00,"""It was a bright cold day in April, and the clocks were striking thirteen.""",Nineteen Eighty Four,George Orwell
13:00,"""It was a bright cold day in April, and the clocks were striking thirteen.""",Nineteen-Eighty-Four,George Orwell
13:00,"Gottfried Rembke arrived at 1pm precisely. The moment he walked into the restaurant, handed his coat to the waiter, they knew it was him. The solid, stocky body, the gleaming pate, the open expression, the vigorous handshake: everything about him radiated ease and enthusiasm",Platform,Michel Houellebecq
13:00,Many moons passed by. Did Baboon ever fly? Did he ever get to the sun? I’ve just heard today That he’s well on his way! He’ll be passing through Acton at one.,Silly Old Baboon,Spike Milligan
13:00,That day it was one o'clock before John and Roger rowed across and went up to Dixon's farm for the milk and a new supply of eggs and butter.,Swallows and Amazons,Arthur Ransome
13:00,"""It was a bright cold day in April, and the clocks were striking thirteen.""",1984,George Orwell
13:00,1.00 p.m. First afternoon class,The Curious Incident of the Dog in the Night-time,Mark Haddon
13:00,"After 1 o'clock checks, Gretta always goes out for a smoke.","Girl, Interrupted",Susanna Kaysen
13:00,"The day-room floor gets cleared of tables and at one o'clock the doctor comes out of his office down the hall, nods once at the nurse as he goes past where he's watching out of her window, sits in his chair just to the left of the door.",One Flew Over the Cuckoo's Nest,Ken Kesey
13:00,"""I think,"" he said, with a triumphant smile, ""that I may safely expect to find the person I seek in the dining-room, fair lady."" ""There may be more than one."" ""Whoever is there, as the clock strikes one, will be shadowed by one of my men; of these, one, or perhaps two, or even three, will leave for France to-morrow. One of these will be the `Scarlet Pimpernel.'""",The Scarlet Pimpernel,Baroness Orczy
13:00,"""It was a little after one o'clock when I got there, time for lunch, so I had it. The food was awful. But it would go on the expense account, and after I'd eaten I got out my notebook and put it down. Lunch $1.50. Taxi $1.00.""",The Big Clock,Kenneth Fearing
13:00,"'It was a bright, cold day in April and the clocks were striking thirteen as Winston Smith...'",1984,George Orwell
13:00,"""It was a bright cold day in April, and the clocks were striking thirteen.""",Brave New World,George Orwell
13:00,"""It was a bright cold day in April, and the clocks were striking thirteen.""",Nineteen Eighty-Four,George Orwell
13:00,"It was a bright cold day in April, and the clocks were striking thirteen.",1984,George Orwell
13:00,"'It was a bright cold day in April, and the clocks were striking thirteen'.",1984,George Orwell
13:00,"It was a bright cold day in April, and the clocks were striking thirteen. Winston Smith, his chin nuzzled into his breast in an effort to escape the vile wind, slipped quickly through the glass doors of Victory Mansions, though not quickly enough to prevent a swirl of gritty dust from entering along with him.",Nineteen Eighty-Four,George Orwell
13:00,"""It was a bright cold day in April, and the clocks were striking thirteen""",1984,George Orwell
13:00,"It was a bright cold day in April, and the clocks were striking thirteen.",Nineteen Eighty-Four,George Orwell
13:00,“Czarina Catherine reported entering Galatz at one o'clock to-day.”,Dracula,Bram Stoker
13:00,"It was a bright cold day in April, and the clocks were striking thirteen.",1984,George Orwell
13:00,"It was a cold, bright day in April, and the clocks were striking thirteen.",Ninteen Eighty Four,George Orwell
13:00,The clocks were striking 13.,1984,George Orwell
13:00,"""It was a bright cold day in April, and the clocks were striking thirteen.""",1984,George Orwell
13:00,The clock struck thirteen,ninteen eighty four,G. Orwell
13:00,clock was striking thirteen (quoting from memory: don't have the book to hand),"1984, opening page",Orwell
13:00,"It was a bright cold day in April, and the clocks were striking thirteen.",1984,George Orwell
13:05,"“Samantha?” I can hear Trish approaching. “Um . . . hold on!” I hurry to the door, trying to block her view. “It's already five past one,” I can hear her saying a little sharply. “And I did ask, most clearly for . . .” Her voice trails off into silence as she reaches the kitchen door, and her whole face sags in astonishment. I turn and follow her gaze as she surveys the endless plates of sandwiches. “My goodness!” At last Trish finds her voice. “This is . . . this is very impressive!”",The Undomestic Goddess,Sophie Kinsella
13:13,"The next day the sky was again overcast; but on Sunday, the 28th of June, the antepenultimate day of the month, with the change of the moon came a change of weather. The sun poured a flood of light down the crater. Every hillock, every rock and stone, every projecting surface, had its share of the beaming torrent, and threw its shadow on the ground. Amongst them all, Scartaris laid down his sharp-pointed angular shadow which began to move slowly in the opposite direction to that of the radiant orb. My uncle turned with it. At noon, being at its least extent, it came and softly fell upon the edge of the middle chimney. ""There it is! There it is!"" shouted the Professor. ""Now for the centre of the globe!"" he added in Danish. I looked at Hans. ""Forüt!"" was his tranquil answer. ""Forward!"" replied my uncle. It was thirteen minutes past one.",Journey to the Centre of the Earth,Jules Verne
13:15,"‘Monsieur has well slept this morning,’ he said, smiling. ‘What o’clock is it, Victor?’ asked Dorian Gray, sleepily. ‘One hour and a quarter, monsieur.’",The Picture of Dorian Gray,Oscar Wilde
13:15,The clock caught Miss LaFosse´s eye. ´Good heavens!´ she gasped. ´Look at the time. Quarter-past one. You must be starved.' She turned impetuously to Miss Pettigrew.,Miss Pettigrew lives for a Day,Winifred Watson
13:16,And the first stop had been at 1.16 p.m. which was 17 minutes later.,The Curious Incident of the Dog in the Night-time,Mark Haddon
13:20,"""I care for nothing now,"" he answered hotly, ""except to wipe out this brute from the face of creation. I would sell my soul to do it!"" ""Oh, hush, hush, my child"" said Van Helsing. ""God does not purchase souls in this wise, and the Devil, though he may purchase, does not keep faith. But God is merciful and just, and knows your pain and your devotion to that dear Madam Mina. Think you, how her pain would be doubled, did she but hear your wild words. Do not fear any of us, we are all devoted to this cause, and today shall see the end. The time is coming for action. Today this Vampire is limit to the powers of man, and till sunset he may not change. It will take him time to arrive here, see it is twenty minutes past one, and there are yet some times before he can hither come, be he never so quick. What we must hope for is that my Lord Arthur and Quincey arrive first.""",Dracula,Bram Stoker
13:20,"Kamarov, signal to Purga: 'Diving at—,'"" he checked his watch, ""'—1320 hours. Exercise OCTOBER FROST begins as scheduled. You are released to other assigned duties. We will return as scheduled."" Kamarov worked the trigger on the blinker light to transmit the message. The Purga responded at once, and Ramius read the flashing signal unaided: ""IF THE WHALES DON'T EAT YOU. GOOD LUCK TO RED OCTOBER!""",The Hunt for Red October,Tom Clancy
13:23,"And when we got to Swindon Mother had keys to the house and we went in and she said, 'Hello?' but there was no one there because it was 1:23pm.",The Curious Incident Of The Dog In The Nightime,Mark Haddon
13:23,"The clock marked twenty-three minutes past one. He was suddenly full of agitation, yet hopeful. She had come! Who could tell what she would say? She might offer the most natural explanation of her late arrival. Félicie entered the room, her hair in disorder, her eyes shining, her cheeks white, her bruised lips a vivid red; she was tired, indifferent, mute, happy and lovely, seeming to guard beneath her cloak, which she held wrapped about her with both hands, some remnant of warmth and voluptuous pleasure.",A Mummer's Tale,Anatole France
13:25,"The video shop next door was one I'd patronized a few times. Something called Hard Times was on the twenty-seven-inch monitor at the entrance. Charles Bronson was a bare-knuckle boxer, James Coburn his manager. I stepped inside and asked to see the-fight scene again. The woman behind the counter looked bored. I offered her one of the gateaux while Bronson battered a bald-headed opponent. The ringside crowd expected the brute to win, but they didn't know that Bronson never loses. I got up to leave.""Why don't you stick around and watch the whole thing?"" invited Mrs. Video Shop. I'd really have liked to, I told her, if it weren't for the things I had in the drier. I cast an eye at my watch. One-twenty-five. The drier had already stopped. She made one last pitch. ""Three classic Hitchcock pictures coming in next week.”",Hard Boiled Wonderland and the End of the World,Haruki Murakami
13:30,"This hymn-singing seemed to me just as silly as the port wine they gave us before the match; indeed 'Onward Christian Soldiers' and port wine are still inextricably mixed together in my mind. We had our usual enormous dinner at 1.30; and as the match was at 2.15 we used to get all ready first, even to strapping our hockey-pads on to our legs before we set to work to consume vast platefuls of pea-soup, great chunks of roast beef and vegetables, and slabs of suet pudding and jam. Then each member of the team was solemnly given a glassful of sweet and sticky port, and we rushed straight from the table out to the hockey field. I found the port extremely nasty and difficult to swallow; and everyone complained that it made them feel sick; still, it was an honour to get it, so we drank it gratefully. But if we won the match - and we generally did win – it must have been that the spiritual uplift imparted to us by 'Onward Christian Soldiers' was able to overcome even the acute discomfort of the mixture in our insides.",Period Piece,Gwen Raverat
13:30,"Lupin not having come down, I went up again at half-past one, and said we dined at two; he said he ""would be there.""",The Diary of a Nobody,George and Weedon Grossmith
13:30,"Shredding and slicing, dividing and subdividing, the clocks of Harley Street nibbled at the June day, counselled submission, upheld authority, and pointed out in chorus the supreme advantages of a sense of proportion, until the mound of time was so far diminished that a commercial clock, suspended above a shop in Oxford Street, announced, genially and fraternally, as if it were a pleasure to Messrs Rigby and Lowndes to give the information gratis, that it was half-past one.",Mrs dalloway,Virginia Woolf
13:30,"""She was a a sticker. A clock away in the town struck half past one.""",Brighton Rock,Graham Greene
13:32,"'At the third stroke it will be one ... thirty-two ... and twenty seconds. 'Beep ... beep ... beep.' Ford Prefect suppressed a little giggle of evil satisfaction, realized that he had no reason to suppress it, and laughed out loud, a wicked laugh.","So long, and thanks for all the fish",Douglas Adams
13:32,"He switched the incoming signal through from the Sub-Etha Net to the ship's superb hi-fi system, and the odd, rather stilted, sing-song voice spoke out with remarkable clarity around the cabin. 'At the third stroke it will be one ... thirty-two ... and thirty seconds.'","So long, and thanks for all the fish",Douglas Adams
13:32,"For the length of time he had in mind, the question of power consumption became significant. He didn't want a murder on his conscience. 'At the third stroke it will be one ... thirty-two ... and forty seconds.'","So long, and thanks for all the fish",Douglas Adams
13:32,"He checked around the small ship. He walked down the short corridor. 'At the third stroke ...' He stuck his head into the small, functional, gleaming steel bathroom. 'it will be ...' It sounded fine in there. He looked into the tiny sleeping quarters. '... one ... thirty-two ...' It sounded a bit muffled. There was a towel hanging over one of the speakers. He took down the towel. '... and fifty seconds.' Fine.","So long, and thanks for all the fish",Douglas Adams
13:33,He waited for the green light to show and then opened the door again on to the now empty cargo hold. '... one ... thirty-three ... and fifty seconds.' Very nice.,"So long, and thanks for all the fish",Douglas Adams
13:34,"'At the third stroke it will be ...' He tiptoed out and returned to the control cabin. '... one ... thirty-four and twenty seconds.' The voice sounded as clear as if he was hearing it over a phone in London, which he wasn't, not by a long way.","So long, and thanks for all the fish",Douglas Adams
13:34,"He then went and had a last thorough examination of the emergency suspended animation chamber, which was where he particularly wanted it to be heard. 'At the third stroke it will be one ... thirty ... four ... precisely.'","So long, and thanks for all the fish",Douglas Adams
13:39,"And it was now 1.39 p.m. which was 23 minutes after the stop, which mean that we would be at the sea if the train didn't go in a big curve. But I didn't know if it went in a big curve.",The Curious Incident of the Dog in the Night-time,Mark Haddon
13:50,Rahel's toy wristwatch had the time painted on it. Ten to two. One of her ambitions was to own a watch on which she could change the time whenever she wanted to (which according to her was what Time was meant for in the first place).,The God of Small Things,Arundhati Roy
13:59,"'At the third stroke it will be ...' For twenty minutes he sat and watched as the gap between the ship and Epun closed, as the ship's computer teased and kneaded the numbers that would bring it into a loop around the little moon, and close the loop and keep it there, orbiting in perpetual obscurity. 'One ... fifty-nine ...'","So long, and thanks for all the fish",Douglas Adams
14:00,When Salander woke up it was 2.00 on Saturday afternoon and a doctor was poking at her.,The Girl Who Kicked the Hornets' Nest,Stieg Larsson
14:00,"It was almost two o’clock, but nothing moved, Stari Teočak was silent and so empty it seemed abandoned, and yet Tijmen constantly felt he was being observed by invisible eyes.",King of Tuzla,Arnold Jansen op de Haar
14:00,"The next day was Saturday and, now that Moon was done, I decided to bring the job to its end. So I sent word that I shouldn't be able to umpire for the team at Steeple Sinderby and, after working through the morning, came down about two o'clock.",A Month in the Country,JL Carr
14:00,"At about two o' clock the owners young wife came, carrying a handleless cup and a pot with a quilted cover, to where I was still lying disconsolate",A Single Pebble,John Hershey
14:00,At approximately 1400 hours a pair of enemy Skyhawks came flying in at deck level out of nowhere.,Black Swan Green,David Mitchell
14:00,"At two, the snowplows were in action in Lillestrom.",The Snowman,Jo Nesbo
14:00,"'She could have fired the jig, and he could have kept on picking up his packages at the old time, two o'clock. As it was, he had almost been arrested.'",A Confederacy of Dunces,John Kennedy Toole
14:00,At two o'clock Gatsby put on his bathing suit and left word with the butler that if any one phoned word was to be brought to him at the pool.,The Great Gatsby,F. Scott Fitzgerald
14:00,"""The old people's home is at Marengo, fifty miles from Algiers. I'll catch the two o'clock bus and get there in the afternoon."".... ""I caught the two o'clock bus. It was very hot.""",The Outsider,Albert Camus
14:00,"I caught the two o'clock bus. It was very hot. I ate at Céleste's restaurant as usual. They all felt very sorry for me and Céleste told me, 'There's no one like a mother'.",The Outsider,Albert Camus
14:00,"The Home for Aged Persons is at Marengo, some fifty miles from Algiers. With the two -o'clock bus I should get there well before nightfall. Then I can spend the night there, keeping the usual vigil beside the body, and be back here by tomorrow evening.",The Outsider,Camus
14:00,"""The bells of St. Maria struck two as she came out from the subway station on Wollmar Yxkullsgatan. Before hurrying on towards the Maria Square she halted and lit a cigarette."" Opening lines from my latest Martin Beck mystery, picked up within seconds of reading about the blog in the review.",The Locked Room,Maj Sjöwall & Per Wahlöö
14:05,"...and at five past two on 17 September of that same unforgettable year 1916, I was in the Muryovo hospital yard, standing on trampled withered grass, flattened by the September rain.",A Country Doctor's Notebook,Mikhail Bulgakov
14:13,"'At the third stroke, it will be two ... thirteen ... and fifty seconds.' He giggled and sniggered. He would have laughed out loud but he didn't have room.","So long, and thanks for all the fish",Douglas Adams
14:15,2.15 p.m. Second afternoon class,The Curious Incident of the Dog in the Night-time,Mark Haddon
14:15,"""I had a date with her next day at 2.15 P.M. In my own rooms, but it was less successful, she seemed to have grown less juvenile, more of a woman overnight.""",Lolita,Vladimir Nabokov
14:15,"I had a date with her next day at 2.15 P.M. in my own rooms, but it was less successful, she seemed to have grown less juvenile, more of a woman overnight. A cold I caught from her led me to cancel a fourth assignment, nor was I sorry to break an emotional series that threatened to burden me with heart-rending fantasies and peter out in dull disappointment. So let her remain, sleek, slender Monique, as she was for a minute or two: a delinquent nymphet shining through the matter-of-fact young whore.",Lolita,Vladimir Nabokov
14:20,"On a search-warrant being issued for the examination of his room, clothes, and so forth, it was discovered that he had destroyed all his papers, and rearranged all his possessions, on the very afternoon of the disappearance. The watch found at the Weir was challenged by the jeweller as one he had wound and set for Edwin Drood, at twenty minutes past two on that same afternoon; and it had run down, before being cast into the water; and it was the jeweller's positive opinion that it had never been re-wound. This would justify the hypothesis that the watch was taken from him not long after he left Mr. Jasper's house at midnight, in company with the last person seen with him, and that it had been thrown away after being retained some hours. Why thrown away?",The Mystery of Edwin Drood,Charles Dickens
14:20,"Inevitable, implacable, the rainstorm wept itself out. She saw Tom look at his watch. 'What time is it?' 'Twenty past two. Want to go back to the hotel for a while?' 'All right.' They walked out of the gardens and down the rue de Vaugirard. This holiday, unlike those holidays long ago, would not end with her sleeping at home. Two nights from now I will be high over the Atlantic Ocean and on Saturday I will be walking around in the Other Place. I am going to America. I am starting my life over again. But as she said these words to herself, she found it hard to imagine what the new life would be like. And, again, she was afraid.",The Doctor's Wife,Brian Moore
14:20,"She looked at her watch, it was twenty minutes past two. She had no time to lose but must get ready at once.",A Tale of Two Cities,Charles Dickens
14:20,'looked at her watch and it was twenty minutes past two,A tale of two cities,Charles Dickens
14:20,She looked at her watch and it was twenty minutes past two. She had no time to lose but must get ready at once.,A Tale of Two Cities,Charles Dickens
14:25,"Gary shut himself inside his office and flipped through the messages. Caroline had called at 1:35, 1:40, 1:50, 1:55, and 2:10; it was now 2:25. He pumped his fist in triumph. Finally, finally, some evidence of desperation.",The Corrections,Jonathan Franzen
14:30,"At 2.30 p.m. on the 13th inst. began to shadow Sir Bobadil the Ostrich, whom I suspect of being the criminal. Shadowing successful. Didn't lose sight of him once.",The Wind on the Moon,Eric Linklater
14:30,"May 14th 1800. Wm and John set off into Yorkshire after dinner at 1/2 past 2 o'clock, cold pork in their pockets. I left them at the turning of the Low-wood bay under the trees. My heart was so full that I could barely speak to W. when I gave him a farewell kiss.",The Journals of Dorothy Wordsworth,
14:30,At half past two the same afternoon the boy and the elderly man are standing in the room directly above the Inner Office and Waiting-Room.,Corker's Freedom,John Berger
14:30,"Ach! It's 2:30. Look how the time is flying. And it's still so much to do today.. It's dishes to clean, dinner to defrost, and my pills I haven't yet counted. I don't get it... Why didn't the Jews at least try to resist? It wasn't so easy like you think. Everybody was so starving and frightened, and tired they couldn't believe even what's in front of their eyes.",Maus,Art Spiegelman
14:30,"It was half-past two o'clock when the knock came. I took my courage a deux mains and waited. In a few minutes Mary opened the door, and announced ""Dr. Van Helsing"".",Dracula,Bram Stoker
14:30,"It was half-past two in the afternoon. The sun hung in the faded blue sky like a burning mirror, and away beyond the paddocks the blue mountains quivered and leapt like sea. Sid wouldn't be back until half-past ten. He had ridden over to the township with four of the boys to help hunt down the young fellow who'd murdered Mr. Williamson. Such a dreadful thing!",Millie,Katherine Mansfield
14:32,"Like 2.32 p.m., Beecher and Avalon, L3 R2 (which meant left three blocks, right two) 2:35 p.m., and you wondered how you could pick up one box, then drive 5 blocks in 3 minutes and be finished cleaning out another box.",Post Office,Charles Bukowski
14:35,"Like 2.32 p.m., Beecher and Avalon, L3 R2 (which meant left three blocks, right two) 2:35 p.m., and you wondered how you could pick up one box, then drive 5 blocks in 3 minutes and be finished cleaning out another box.",Post Office,Charles Bukowski
14:36,I look at my watch. Two thirty-six. all I've got left today is take in the laundry and fix dinner.,The Elephant Vanishes,Haruki Murakami
14:37,"There was nothing to do but keep on talking about the news of the day, wondering what Hélène or my paredros were doing, what Juan and Tell were up to and where, all of that until twenty minutes to three so as not to arrive at the museum too early. Interrupting his stroll along the length of the room, changing direction now and again along the width, even though there was not much space to move in that direction, and telling Nicole about Mr. Whitlow and Harold Haroldson, how Harold Haroldson had turned out to be Mr. Whitlow's relative and how via Mr. Whitlow the oilcloth stone had become mixed up with the active gathering of the anonymous neurotics in the second gallery of the museum. Also (since he had to keep on talking about something until twenty minutes to three), Marrast thought it was already time to start thinking about work on the statue, and he had a fairly precise idea of what the imaginary effigy of Vercingetorix was going to be like--that is, as a first step, the pedestal-statue order would be inverted, somewhat like the structure of the Doges' Palace in Venice.",62: A Model Kit,Julio Cortázar
14:40,"If a girl looks swell when she meets you, who gives a damn when she's late? 'We better hurry', I said. 'The show starts at two-forty.'",The Catcher in the Rye,J.D. Salinger
14:45,"In the courtyard an old woman is standing and holding a clock in her hands. I walk through, past the old woman, stop and ask her: -- What time is it? -- Have a look -- the old woman says to me. I look and see that there are no hands on the clock. -- There are no hands here -- I say. The old woman looks at the clock face and tells me: -- It's now a quarter to three.",The Old Woman,Daniil Kharms
14:45,He never came down till a quarter to three.,The Diary of a Nobody,George and Weedon Grossmith
14:45,"Pull the other one, and tell it to the marines, and don't make me laugh, and fuck off out of it, and all that, but the fact remained that it was still only two forty-five'.",The Pregnant Window,Martin Amis
14:50,Stands the Church clock at ten to three? And is there honey still for tea?,"The Old Vicarage, Grantchester",Rupert Brooke
14:50,"""The lies, and truths, and pain? . . . oh! yet Stands the Church clock at ten to three? And is there honey still for tea?""",The Old Vicarage: Grantchester,Rupert Brooke
14:50,And is there honey still for tea? Stands the Church clock at ten to three?,"The Old Vicarage, Grantchester",Rupert Brooke
14:55,"The superior, the very reverend John Conmee SJ reset his smooth watch in his interior pocket as he came down the presbytery steps. Five to three. Just nice time to walk to Artane.",Ulysses,James Joyce
14:55,"In the end, it was the Sunday afternoons he couldn’t cope with, and that terrible listlessness that starts to set in about 2.55, when you know you’ve had all the baths you can usefully have that day, that however hard you stare at any given paragraph in the newspaper you will never actually read it, or use the revolutionary new pruning technique it describes, and that as you stare at the clock the hands will move relentlessly on to four o’clock, and you will enter the long dark teatime of the soul.","Life, the universe and everything",Douglas Adams
15:00,"He walks into the Hospital for Broken Things at three o'clock on Monday afternoon. That was the arrangement. If he came in after six o'clock, he was to head straight for the house in Sunset Park.",Sunset Park,Paul Auster
15:00,"At three on the Wednesday afternoon, that bit of the painting was completed.",The Moonstone,Wilkie Collins
15:00,"M. Madeleine usually came at three o'clock, and as punctuality was kindness, he was punctual.",Les Miserables,Victor Hugo
15:00,"At three o’clock precisely I was at Baker Street, but Holmes had not yet returned.",A Scandal in Bohemia,Sir Arthur Conan Doyle
15:00,"Three o'clock is the perfect time in Cham, because anything is possible. You can still ski, but also respectably start drinking, the shops have just reopened, the sun is still up. Three o'clock is never too late or too early.",Cham,Jonathan Trigell
15:00,"Today was the day Alex had appointed for her 'punishment'. I became increasingly nervous as the hour of three o'clock approached. I was alone in the house, and paced restlessly from room to room, glancing at the clocks in each of them.",Deaf Sentence,David Lodge
15:00,"I had a three o’clock class in psychology, the first meeting of the semester, and I suspected I was going to miss it. I was right. Victoria made a real ritual of the whole thing, clothes coming off with the masturbatory dalliance of a strip show, the covers rolling back periodically to show this patch of flesh or that, strategically revealed. I discovered her breasts one at a time, admired the tattoo on her ankle (a backward S that proved, according to her, that she was a reincarnated Nordic skald), and saw that she really was a redhead in the conventional sense. Her lips were dry, her tongue unstoppable, her hair a primal encounter. When we were done, she sat up and I saw that her breasts pointed in two different directions, and that was human in a way I can’t really express, a very personal thing, as if she was letting me in on a secret that was more intimate that the sex itself. I was touched. I admit it. I looked at those mismatched breasts and they meant more to me than her lips and her eyes and the deep thrumming instrument of her voice, if you know what I mean.","""Achates McNeil""",T.C. Boyle
15:00,Three o'clock is always too late or too early for anything you want to do.,Nausea,Jean-Paul Sartre
15:00,"Feelings of virtue breed spontaneously in the fertile soil of suffering. The more one suffers, the more virtuous one must be. The Jesus complex was entangled in feelings of superiority, the superiority of the underdog who considers himself above his oppressors, with their tyranny and blindness. Ditched by the woman I loved, I exalted my suffering into a sign of greatness (lying collapsed on a bed at three in the afternoon), and hence protected myself from experiencing my grief as the outcome of what was at best a mundane romantic break-up. Chloe's departure may have killed me, but it had at least left me in glorious possession of the moral high ground. I was a martyr.",Essays in Love,Alain de Botton
15:00,"On Wednesday at three o'clock, Monsieur and Madame Bovary, seated in their dog-cart, set out for Vaubyessard, with a great trunk strapped on behind and a bonnet-box in front of the apron. Besides these Charles held a bandbox between his knees.",Madame Bovary,Gustave Flaubert
15:00,"[Austerlitz is talking of the extermination of Jews in Theresianstadt, Nov. 1943; it's an immensely long sentence, from which this is extracted:] outside the gates in the open fields of Bohusevice basin, when the entire population of the ghetto...was marched out after assembling in the barracks yards at dawn to be drawn up in block formation behind numbered wooden boards, and there, throughout the whole of this cold and damp day, as the fog drifted over the fields,they were forced to wait, guarded by the armed police and not permitted to step out of line even for a minute, for the SS men to arrive, as they eventually did on their motorbikes at three o'clock...[p. 338, hardback edn]",Austerlitz,WG Sebald
15:00,"""Remember,"" they shouted, ""battle at three o'clock sharp. There's no time to lose.""",Swallows and Amazons,Arthur Ransome
15:00,The scent and smoke and sweat of a casino are nauseating at three in the morning. Then the soul-erosion produced by high gambling - a compost of greed and fear and nervous tension - becomes unbearable and the senses awake and revolt from it.,Casino Royale,Ian Fleming
15:00,"""Three o'clock is always too late or too early for anything you want to do.""",Nausea,Jean-Paul Sartre
15:00,"And the sound of the bell flooded the room with its melancholy wave; which receded, and gathered itself together to fall once more, when she heard, distractedly, something fumbling, something scratching at the door. Who at this hour? Three, good Heavens! Three already! For with overpowering directness and dignity the clock struck three; and she heard nothing else; but the door handle slipped around and in came Richard. What a surprise! In came Richard, holding out flowers.",Mrs Dalloway,Virginia Woolf
15:00,"“Ladies bathed before noon, after their three-o’clock naps, and by nightfall were like soft teacakes with frostings of sweat and sweet talcum.”",To kill a mockingbird,Harper Lee
15:00,". It was three o'clock in the beautiful breezy autumn day when Mr. Casaubon drove off to his Rectory at Lowick, only five miles from Tipton; and Dorothea, who had on her bonnet and shawl, hurried along the shrubbery and across the park that she might wander through the bordering wood with no other visible companionship than that of Monk, the Great St. Bernard dog, who always took care of the young ladies in their walks","Middlemarch, ch.3",George Eliot
15:00,"The sun was now setting. It was about three in the afternoon when Alisande had begun to tell me who the cowboys were; so she had made pretty good progress with it - for her. She would arrive some time or other, no doubt, but she was not a person who could be hurried.",A Connecticut Yankee in King Arthur's Court,Mark Twain
15:00,"At three o'clock on the afternoon of that same day, he called on her. She held out her two hands, smiling in her usual charming, friendly way; and for a few seconds they looked deep into each other's eyes.",Bel-Ami,Guy de Maupassant [translated by Douglas Parmee]
15:07,"The next day was grey, threatening rain. He was there at seven minutes past three. The clock on the church over the way pointed to it. They had arranged to were at three fifteen. Therefore, if she had been there when he came, she would have been eight minutes before her time. But, very sensibly,she was not there eight minutes before her time. Nor was there any reason why she should be there eight minutes before her time. Nor yet five minutes before her time. Nor yet four, three, two minutes before her time. And she was not. He applauded her discretion. At a quarter past, however, he had a right to expect her. She had not come.""",Twenty thousand streets under the sky,Patrick Hamilton
15:0h,'I gotta get uptown by three o'clock.',A Confederacy of Dunces,John Kennedy Toole
15:13,"The lift moved. It was thirteen minutes past three. The bell gave out its ping. Two men stepped out of the lift, Alan Norman and another man. Tony Blair walked into the office. Bowstock followed. They stood at reception. Maggie approached and shook hands. Blair said something, she and Bowstock laughed. She sat down again. The group began to cross the room. Bowstock was talking; Blair listened, frowning with attention and interest. The female reporter asked a question. Blair stopped and faced the cameras. He used his hands to reinforce the key words of his response. Bowstock nodded sagely, looking down at the floor. A quip and they were moving again. Lee hit send on his computer and adjusted the knife in his sleeve. They were at his desk. “And this is the hub of what we look like. This is our Design Team, our Head Designer, Lee Coller.”",Virtual Assassin,Simon Kearns
15:14,"A signal sounded. ""There's the 3.14 up,"" said Perks. ""You lie low till she's through, and then we'll go up along to my place, and see if there's any of them strawberries ripe what I told you about.""",The Railway Children,Edith Nesbit
15:14,"I shall be back at exactly THREE fourteen, for our hour of revery together, real sweet revery darling",On the Road,Jack Kerouac
15:15,"July 3: 5 3/4 hours. Little done today. Deepening lethargy, dragged myself over to the lab, nearly left the road twice. Concentrated enough to feed the zoo and get the log up to date. Read through the operating manuals Whitby left for the last time, decided on a delivery rate of 40 rontgens/min., target distance of 530 cm. Everything is ready now. Woke 11:05. To sleep 3:15.",The Voices of Time,JG Ballard
15:15,"I got out my old clothes. I put wool socks over my regular socks and took my time lacing up the boots. I made a couple of tuna sandwiches and some double-decker peanut-butter crackers. I filled my canteen and attached the hunting knife and the canteen to my belt. As I was going out the door, I decided to leave a note. So I wrote: ""Feeling better and going to Birch Creek. Back soon. R. 3:15."" That was about four hours from now.",Where I'm Calling From,Raymond Carver
